4624,34.3,36ffbc1ee1bc,iPhone 8
4872,22.4,7bd2a4f188e2,Pixel 2
4877,28.5,7068da7b6496,Moto G6
4879,21.5,7068da7b6496,Moto G6
4881,19.8,7068da7b6496,Moto G6
5003,23.8,7928f95e040c,Pixel 5
5004,25.7,7928f95e040c,Pixel 5
5061,37.2,36ffbc1ee1bc,iPhone 8
5062,35.9,36ffbc1ee1bc,iPhone 8
5062,36.8,36ffbc1ee1bc,iPhone 8
5088,18.6,4fe1ea564051,Pixel 1
5324,22.5,7bd2a4f188e2,Pixel 2
5331,30.0,7068da7b6496,Moto G6
5462,22.9,7928f95e040c,Pixel 5
5463,18.4,7928f95e040c,Pixel 5
5464,25.5,7928f95e040c,Pixel 5
5499,37.3,36ffbc1ee1bc,iPhone 8
5500,35.3,36ffbc1ee1bc,iPhone 8
5500,35.5,36ffbc1ee1bc,iPhone 8
5788,21.7,7bd2a4f188e2,Pixel 2
5795,28.2,7068da7b6496,Moto G6
5797,21.0,7068da7b6496,Moto G6
5920,26.5,7928f95e040c,Pixel 5
5921,22.9,7928f95e040c,Pixel 5
5922,26.5,7928f95e040c,Pixel 5
5937,37.7,36ffbc1ee1bc,iPhone 8
5938,34.0,36ffbc1ee1bc,iPhone 8
5938,33.0,36ffbc1ee1bc,iPhone 8
6246,21.9,7bd2a4f188e2,Pixel 2
6251,26.4,7068da7b6496,Moto G6
6253,18.2,7068da7b6496,Moto G6
6371,38.2,36ffbc1ee1bc,iPhone 8
6372,32.5,36ffbc1ee1bc,iPhone 8
6372,33.4,36ffbc1ee1bc,iPhone 8
6380,25.9,7928f95e040c,Pixel 5
6448,31.2,4fe1ea564051,Pixel 1
6707,28.6,7068da7b6496,Moto G6
6708,25.4,7bd2a4f188e2,Pixel 2
6709,21.9,7068da7b6496,Moto G6
6711,21.5,7068da7b6496,Moto G6
6803,38.0,36ffbc1ee1bc,iPhone 8
6804,33.2,36ffbc1ee1bc,iPhone 8
6804,31.7,36ffbc1ee1bc,iPhone 8
6828,49.7,7928f95e040c,Pixel 5
6830,32.3,7928f95e040c,Pixel 5
6912,17.1,4fe1ea564051,Pixel 1
6913,17.5,4fe1ea564051,Pixel 1
6914,19.3,4fe1ea564051,Pixel 1
7157,28.8,7068da7b6496,Moto G6
7159,20.7,7068da7b6496,Moto G6
7161,20.0,7068da7b6496,Moto G6
7170,22.4,7bd2a4f188e2,Pixel 2
7235,40.3,36ffbc1ee1bc,iPhone 8
7236,38.5,36ffbc1ee1bc,iPhone 8
7236,39.5,36ffbc1ee1bc,iPhone 8
7292,24.2,7928f95e040c,Pixel 5
7293,22.2,7928f95e040c,Pixel 5
7294,26.7,7928f95e040c,Pixel 5
7611,28.5,7068da7b6496,Moto G6
7613,18.5,7068da7b6496,Moto G6
7669,37.6,36ffbc1ee1bc,iPhone 8
7670,35.9,36ffbc1ee1bc,iPhone 8
7670,32.0,36ffbc1ee1bc,iPhone 8
7752,21.0,7928f95e040c,Pixel 5
7753,24.0,7928f95e040c,Pixel 5
7754,25.1,7928f95e040c,Pixel 5
8061,29.5,7068da7b6496,Moto G6
8063,27.3,7068da7b6496,Moto G6
8105,37.8,36ffbc1ee1bc,iPhone 8
8106,35.6,36ffbc1ee1bc,iPhone 8
8208,25.1,7928f95e040c,Pixel 5
8209,23.1,7928f95e040c,Pixel 5
8210,24.6,7928f95e040c,Pixel 5
8529,29.7,7068da7b6496,Moto G6
8530,25.6,7bd2a4f188e2,Pixel 2
8531,21.4,7068da7b6496,Moto G6
8543,40.5,36ffbc1ee1bc,iPhone 8
8544,37.2,36ffbc1ee1bc,iPhone 8
8544,32.9,36ffbc1ee1bc,iPhone 8
8672,24.7,7928f95e040c,Pixel 5
8673,24.7,7928f95e040c,Pixel 5
8674,26.3,7928f95e040c,Pixel 5
8734,17.0,4fe1ea564051,Pixel 1
8979,36.2,36ffbc1ee1bc,iPhone 8
8980,36.2,36ffbc1ee1bc,iPhone 8
8980,29.7,36ffbc1ee1bc,iPhone 8
8988,23.4,7bd2a4f188e2,Pixel 2
8989,29.5,7068da7b6496,Moto G6
8991,24.0,7068da7b6496,Moto G6
8993,21.6,7068da7b6496,Moto G6
9132,25.4,7928f95e040c,Pixel 5
9133,24.1,7928f95e040c,Pixel 5
9185,32.8,4fe1ea564051,Pixel 1
9186,26.9,4fe1ea564051,Pixel 1
9411,39.2,36ffbc1ee1bc,iPhone 8
9412,37.2,36ffbc1ee1bc,iPhone 8
9412,34.2,36ffbc1ee1bc,iPhone 8
9439,30.9,7068da7b6496,Moto G6
9441,21.5,7068da7b6496,Moto G6
9446,22.1,7bd2a4f188e2,Pixel 2
9588,26.7,7928f95e040c,Pixel 5
9589,22.5,7928f95e040c,Pixel 5
9590,25.0,7928f95e040c,Pixel 5
9845,36.4,36ffbc1ee1bc,iPhone 8
9846,34.8,36ffbc1ee1bc,iPhone 8
9846,31.1,36ffbc1ee1bc,iPhone 8
9893,29.0,7068da7b6496,Moto G6
9895,20.4,7068da7b6496,Moto G6
9897,23.5,7068da7b6496,Moto G6
10038,26.4,7928f95e040c,Pixel 5
10039,24.7,7928f95e040c,Pixel 5
10040,27.6,7928f95e040c,Pixel 5
10092,18.6,4fe1ea564051,Pixel 1
10277,36.1,36ffbc1ee1bc,iPhone 8
10278,22.9,36ffbc1ee1bc,iPhone 8
10278,32.8,36ffbc1ee1bc,iPhone 8
10341,30.3,7068da7b6496,Moto G6
10343,20.0,7068da7b6496,Moto G6
10495,23.0,7928f95e040c,Pixel 5
10496,26.3,7928f95e040c,Pixel 5
10546,19.7,4fe1ea564051,Pixel 1
10709,36.7,36ffbc1ee1bc,iPhone 8
10710,34.9,36ffbc1ee1bc,iPhone 8
10795,28.4,7068da7b6496,Moto G6
10797,21.7,7068da7b6496,Moto G6
10816,16.3,7068da7b6496,Moto G6
10958,30.6,7928f95e040c,Pixel 5
10959,27.2,7928f95e040c,Pixel 5
10960,27.2,7928f95e040c,Pixel 5
11000,19.1,4fe1ea564051,Pixel 1
11149,35.6,36ffbc1ee1bc,iPhone 8
11150,36.4,36ffbc1ee1bc,iPhone 8
11150,29.2,36ffbc1ee1bc,iPhone 8
11251,30.5,7068da7b6496,Moto G6
11255,28.3,7068da7b6496,Moto G6
11278,23.3,7bd2a4f188e2,Pixel 2
11414,26.7,7928f95e040c,Pixel 5
11415,27.9,7928f95e040c,Pixel 5
11416,26.2,7928f95e040c,Pixel 5
11454,20.7,4fe1ea564051,Pixel 1
11581,36.6,36ffbc1ee1bc,iPhone 8
11582,36.7,36ffbc1ee1bc,iPhone 8
11582,29.9,36ffbc1ee1bc,iPhone 8
11713,29.9,7068da7b6496,Moto G6
11715,22.2,7068da7b6496,Moto G6
11742,26.1,7bd2a4f188e2,Pixel 2
11876,24.6,7928f95e040c,Pixel 5
11877,14.7,7928f95e040c,Pixel 5
12021,35.8,36ffbc1ee1bc,iPhone 8
12022,35.1,36ffbc1ee1bc,iPhone 8
12022,31.0,36ffbc1ee1bc,iPhone 8
12177,27.9,7068da7b6496,Moto G6
12202,23.2,7bd2a4f188e2,Pixel 2
12336,15.4,7928f95e040c,Pixel 5
12337,24.6,7928f95e040c,Pixel 5
12338,27.3,7928f95e040c,Pixel 5
12354,18.0,4fe1ea564051,Pixel 1
12453,36.7,36ffbc1ee1bc,iPhone 8
12454,37.2,36ffbc1ee1bc,iPhone 8
12454,34.5,36ffbc1ee1bc,iPhone 8
12641,37.7,7068da7b6496,Moto G6
12645,26.3,7068da7b6496,Moto G6
12658,24.7,7bd2a4f188e2,Pixel 2
12800,31.7,7928f95e040c,Pixel 5
12802,29.1,7928f95e040c,Pixel 5
12814,23.1,4fe1ea564051,Pixel 1
12816,22.0,4fe1ea564051,Pixel 1
12887,37.2,36ffbc1ee1bc,iPhone 8
12888,35.1,36ffbc1ee1bc,iPhone 8
12888,33.5,36ffbc1ee1bc,iPhone 8
13093,29.4,7068da7b6496,Moto G6
13108,27.0,7bd2a4f188e2,Pixel 2
13265,50.3,7928f95e040c,Pixel 5
13267,37.6,7928f95e040c,Pixel 5
13268,32.6,7928f95e040c,Pixel 5
13319,36.3,36ffbc1ee1bc,iPhone 8
13320,35.8,36ffbc1ee1bc,iPhone 8
13320,32.0,36ffbc1ee1bc,iPhone 8
13547,30.3,7068da7b6496,Moto G6
13549,21.6,7068da7b6496,Moto G6
13570,33.9,7bd2a4f188e2,Pixel 2
13712,25.7,7928f95e040c,Pixel 5
13713,23.1,7928f95e040c,Pixel 5
13714,27.6,7928f95e040c,Pixel 5
13755,36.2,36ffbc1ee1bc,iPhone 8
13756,35.3,36ffbc1ee1bc,iPhone 8
13756,34.2,36ffbc1ee1bc,iPhone 8
13999,29.7,7068da7b6496,Moto G6
14001,22.2,7068da7b6496,Moto G6
14162,23.9,7928f95e040c,Pixel 5
14163,22.7,7928f95e040c,Pixel 5
14164,26.4,7928f95e040c,Pixel 5
14180,19.7,4fe1ea564051,Pixel 1
14181,20.1,4fe1ea564051,Pixel 1
14187,36.7,36ffbc1ee1bc,iPhone 8
14188,37.1,36ffbc1ee1bc,iPhone 8
14188,32.5,36ffbc1ee1bc,iPhone 8
14451,22.2,7068da7b6496,Moto G6
14453,21.6,7068da7b6496,Moto G6
14455,25.5,7068da7b6496,Moto G6
14474,30.0,7bd2a4f188e2,Pixel 2
14620,33.2,7928f95e040c,Pixel 5
14623,39.3,36ffbc1ee1bc,iPhone 8
14624,9.9,36ffbc1ee1bc,iPhone 8
14624,34.4,36ffbc1ee1bc,iPhone 8
14909,27.7,7068da7b6496,Moto G6
14911,21.3,7068da7b6496,Moto G6
14928,31.8,7bd2a4f188e2,Pixel 2
15061,37.2,36ffbc1ee1bc,iPhone 8
15062,36.6,36ffbc1ee1bc,iPhone 8
15062,31.8,36ffbc1ee1bc,iPhone 8
15072,49.0,7928f95e040c,Pixel 5
15073,38.4,7928f95e040c,Pixel 5
15074,32.2,7928f95e040c,Pixel 5
15367,28.3,7068da7b6496,Moto G6
15369,23.6,7068da7b6496,Moto G6
15371,20.4,7068da7b6496,Moto G6
15379,30.1,7068da7b6496,Moto G6
15390,32.4,7bd2a4f188e2,Pixel 2
15499,36.9,36ffbc1ee1bc,iPhone 8
15500,36.1,36ffbc1ee1bc,iPhone 8
15500,33.9,36ffbc1ee1bc,iPhone 8
15527,21.4,7928f95e040c,Pixel 5
15528,27.2,7928f95e040c,Pixel 5
15562,19.9,4fe1ea564051,Pixel 1
15823,28.9,7068da7b6496,Moto G6
15939,36.9,36ffbc1ee1bc,iPhone 8
15940,34.2,36ffbc1ee1bc,iPhone 8
15940,32.1,36ffbc1ee1bc,iPhone 8
15986,25.5,7928f95e040c,Pixel 5
15988,27.6,7928f95e040c,Pixel 5
16281,48.5,7068da7b6496,Moto G6
16283,39.0,7068da7b6496,Moto G6
16300,24.0,7bd2a4f188e2,Pixel 2
16375,36.2,36ffbc1ee1bc,iPhone 8
16376,36.2,36ffbc1ee1bc,iPhone 8
16376,32.4,36ffbc1ee1bc,iPhone 8
16442,25.5,7928f95e040c,Pixel 5
16443,23.4,7928f95e040c,Pixel 5
16444,26.1,7928f95e040c,Pixel 5
16741,50.6,7068da7b6496,Moto G6
16743,36.1,7068da7b6496,Moto G6
16758,23.0,7bd2a4f188e2,Pixel 2
16811,36.4,36ffbc1ee1bc,iPhone 8
16812,34.8,36ffbc1ee1bc,iPhone 8
16812,32.9,36ffbc1ee1bc,iPhone 8
16902,16.9,7928f95e040c,Pixel 5
16903,24.4,7928f95e040c,Pixel 5
16928,18.5,4fe1ea564051,Pixel 1
17201,30.1,7068da7b6496,Moto G6
17203,22.4,7068da7b6496,Moto G6
17205,22.0,7068da7b6496,Moto G6
17216,25.4,7bd2a4f188e2,Pixel 2
17243,36.7,36ffbc1ee1bc,iPhone 8
17244,34.3,36ffbc1ee1bc,iPhone 8
17244,28.3,36ffbc1ee1bc,iPhone 8
17361,25.1,7928f95e040c,Pixel 5
17363,21.8,7928f95e040c,Pixel 5
17364,26.3,7928f95e040c,Pixel 5
17663,27.8,7068da7b6496,Moto G6
17665,21.9,7068da7b6496,Moto G6
17675,36.0,36ffbc1ee1bc,iPhone 8
17676,35.0,36ffbc1ee1bc,iPhone 8
17676,31.6,36ffbc1ee1bc,iPhone 8
17810,42.8,7928f95e040c,Pixel 5
17812,51.6,7928f95e040c,Pixel 5
18109,36.8,36ffbc1ee1bc,iPhone 8
18110,33.7,36ffbc1ee1bc,iPhone 8
18110,28.7,36ffbc1ee1bc,iPhone 8
18125,26.2,7068da7b6496,Moto G6
18127,22.7,7068da7b6496,Moto G6
18138,24.4,7bd2a4f188e2,Pixel 2
18264,26.6,7928f95e040c,Pixel 5
18265,24.0,7928f95e040c,Pixel 5
18266,27.6,7928f95e040c,Pixel 5
18304,15.6,4fe1ea564051,Pixel 1
18306,23.0,4fe1ea564051,Pixel 1
18545,37.1,36ffbc1ee1bc,iPhone 8
18546,36.8,36ffbc1ee1bc,iPhone 8
18546,30.9,36ffbc1ee1bc,iPhone 8
18587,28.8,7068da7b6496,Moto G6
18589,22.4,7068da7b6496,Moto G6
18591,19.6,7068da7b6496,Moto G6
18602,23.3,7bd2a4f188e2,Pixel 2
18728,24.4,7928f95e040c,Pixel 5
18729,23.7,7928f95e040c,Pixel 5
18730,24.0,7928f95e040c,Pixel 5
18766,30.6,4fe1ea564051,Pixel 1
18983,37.0,36ffbc1ee1bc,iPhone 8
18984,34.2,36ffbc1ee1bc,iPhone 8
18984,35.4,36ffbc1ee1bc,iPhone 8
19041,23.5,7068da7b6496,Moto G6
19068,23.3,7bd2a4f188e2,Pixel 2
19188,21.3,7928f95e040c,Pixel 5
19189,23.1,7928f95e040c,Pixel 5
19190,25.3,7928f95e040c,Pixel 5
19417,39.6,36ffbc1ee1bc,iPhone 8
19418,38.0,36ffbc1ee1bc,iPhone 8
19418,35.6,36ffbc1ee1bc,iPhone 8
19493,27.9,7068da7b6496,Moto G6
19497,20.7,7068da7b6496,Moto G6
19522,22.5,7bd2a4f188e2,Pixel 2
19648,26.5,7928f95e040c,Pixel 5
19649,24.2,7928f95e040c,Pixel 5
19650,26.9,7928f95e040c,Pixel 5
19849,37.1,36ffbc1ee1bc,iPhone 8
19850,37.0,36ffbc1ee1bc,iPhone 8
19850,31.6,36ffbc1ee1bc,iPhone 8
19957,29.0,7068da7b6496,Moto G6
19959,21.6,7068da7b6496,Moto G6
20106,25.2,7928f95e040c,Pixel 5
20107,24.7,7928f95e040c,Pixel 5
20108,25.2,7928f95e040c,Pixel 5
20146,20.3,4fe1ea564051,Pixel 1
20281,36.7,36ffbc1ee1bc,iPhone 8
20282,35.0,36ffbc1ee1bc,iPhone 8
20282,30.2,36ffbc1ee1bc,iPhone 8
20411,27.1,7068da7b6496,Moto G6
20415,21.3,7068da7b6496,Moto G6
20446,22.6,7bd2a4f188e2,Pixel 2
20568,25.1,7928f95e040c,Pixel 5
20569,23.6,7928f95e040c,Pixel 5
20570,25.8,7928f95e040c,Pixel 5
20717,37.0,36ffbc1ee1bc,iPhone 8
20718,34.7,36ffbc1ee1bc,iPhone 8
20718,32.2,36ffbc1ee1bc,iPhone 8
20873,30.6,7068da7b6496,Moto G6
20875,31.0,7068da7b6496,Moto G6
21032,25.8,7928f95e040c,Pixel 5
21033,23.7,7928f95e040c,Pixel 5
21034,25.9,7928f95e040c,Pixel 5
21149,37.1,36ffbc1ee1bc,iPhone 8
21150,35.4,36ffbc1ee1bc,iPhone 8
21150,32.9,36ffbc1ee1bc,iPhone 8
21325,28.9,7068da7b6496,Moto G6
21327,22.4,7068da7b6496,Moto G6
21362,22.7,7bd2a4f188e2,Pixel 2
21482,25.4,7928f95e040c,Pixel 5
21484,27.9,7928f95e040c,Pixel 5
21500,31.5,4fe1ea564051,Pixel 1
21587,37.4,36ffbc1ee1bc,iPhone 8
21588,35.6,36ffbc1ee1bc,iPhone 8
21588,32.0,36ffbc1ee1bc,iPhone 8
21783,29.0,7068da7b6496,Moto G6
21785,19.7,7068da7b6496,Moto G6
21940,23.5,7928f95e040c,Pixel 5
21941,23.1,7928f95e040c,Pixel 5
21942,26.1,7928f95e040c,Pixel 5
22019,38.1,36ffbc1ee1bc,iPhone 8
22020,37.3,36ffbc1ee1bc,iPhone 8
22020,31.1,36ffbc1ee1bc,iPhone 8
22245,27.7,7068da7b6496,Moto G6
22247,21.2,7068da7b6496,Moto G6
22278,21.5,7bd2a4f188e2,Pixel 2
22394,25.4,7928f95e040c,Pixel 5
22395,19.3,7928f95e040c,Pixel 5
22414,49.6,4fe1ea564051,Pixel 1
22416,33.7,4fe1ea564051,Pixel 1
22457,38.0,36ffbc1ee1bc,iPhone 8
22458,35.7,36ffbc1ee1bc,iPhone 8
22458,33.9,36ffbc1ee1bc,iPhone 8
22711,29.9,7068da7b6496,Moto G6
22713,21.5,7068da7b6496,Moto G6
22856,23.8,7928f95e040c,Pixel 5
22857,21.0,7928f95e040c,Pixel 5
22858,28.0,7928f95e040c,Pixel 5
22889,36.4,36ffbc1ee1bc,iPhone 8
22890,34.0,36ffbc1ee1bc,iPhone 8
22890,34.3,36ffbc1ee1bc,iPhone 8
23173,48.3,7068da7b6496,Moto G6
23175,35.7,7068da7b6496,Moto G6
23177,31.8,7068da7b6496,Moto G6
23198,23.7,7bd2a4f188e2,Pixel 2
23308,26.3,7928f95e040c,Pixel 5
23309,25.4,7928f95e040c,Pixel 5
23310,28.6,7928f95e040c,Pixel 5
23321,36.1,36ffbc1ee1bc,iPhone 8
23322,36.3,36ffbc1ee1bc,iPhone 8
23322,32.3,36ffbc1ee1bc,iPhone 8
23637,30.8,7068da7b6496,Moto G6
23755,36.1,36ffbc1ee1bc,iPhone 8
23756,34.5,36ffbc1ee1bc,iPhone 8
23758,26.2,7928f95e040c,Pixel 5
23759,24.5,7928f95e040c,Pixel 5
23800,18.0,4fe1ea564051,Pixel 1
23802,22.3,4fe1ea564051,Pixel 1
24101,27.6,7068da7b6496,Moto G6
24103,37.0,7068da7b6496,Moto G6
24118,26.2,7bd2a4f188e2,Pixel 2
24193,36.0,36ffbc1ee1bc,iPhone 8
24194,34.7,36ffbc1ee1bc,iPhone 8
24194,31.3,36ffbc1ee1bc,iPhone 8
24214,20.7,7928f95e040c,Pixel 5
24215,23.0,7928f95e040c,Pixel 5
24266,22.1,4fe1ea564051,Pixel 1
24553,29.5,7068da7b6496,Moto G6
24555,21.2,7068da7b6496,Moto G6
24557,20.8,7068da7b6496,Moto G6
24572,23.0,7bd2a4f188e2,Pixel 2
24627,36.5,36ffbc1ee1bc,iPhone 8
24628,34.4,36ffbc1ee1bc,iPhone 8
24628,30.6,36ffbc1ee1bc,iPhone 8
24674,25.0,7928f95e040c,Pixel 5
24675,23.8,7928f95e040c,Pixel 5
24676,26.0,7928f95e040c,Pixel 5
25003,29.0,7068da7b6496,Moto G6
25005,22.5,7068da7b6496,Moto G6
25007,19.8,7068da7b6496,Moto G6
25022,30.2,7bd2a4f188e2,Pixel 2
25061,36.5,36ffbc1ee1bc,iPhone 8
25062,35.8,36ffbc1ee1bc,iPhone 8
25062,30.7,36ffbc1ee1bc,iPhone 8
25130,26.8,7928f95e040c,Pixel 5
25131,23.8,7928f95e040c,Pixel 5
25132,26.5,7928f95e040c,Pixel 5
25180,16.7,4fe1ea564051,Pixel 1
25461,28.9,7068da7b6496,Moto G6
25465,21.8,7068da7b6496,Moto G6
25476,30.8,7bd2a4f188e2,Pixel 2
25501,36.0,36ffbc1ee1bc,iPhone 8
25502,34.2,36ffbc1ee1bc,iPhone 8
25502,34.1,36ffbc1ee1bc,iPhone 8
25584,26.1,7928f95e040c,Pixel 5
25585,21.7,7928f95e040c,Pixel 5
25586,26.6,7928f95e040c,Pixel 5
25921,27.7,7068da7b6496,Moto G6
25923,21.3,7068da7b6496,Moto G6
25935,36.0,36ffbc1ee1bc,iPhone 8
25936,35.6,36ffbc1ee1bc,iPhone 8
25936,31.0,36ffbc1ee1bc,iPhone 8
26048,24.8,7928f95e040c,Pixel 5
26049,18.9,7928f95e040c,Pixel 5
26050,26.6,7928f95e040c,Pixel 5
26365,36.4,36ffbc1ee1bc,iPhone 8
26366,35.8,36ffbc1ee1bc,iPhone 8
26366,30.9,36ffbc1ee1bc,iPhone 8
26373,28.2,7068da7b6496,Moto G6
26375,23.8,7068da7b6496,Moto G6
26377,19.9,7068da7b6496,Moto G6
26386,24.1,7bd2a4f188e2,Pixel 2
26506,28.3,7928f95e040c,Pixel 5
26507,25.4,7928f95e040c,Pixel 5
26508,27.4,7928f95e040c,Pixel 5
26803,36.5,36ffbc1ee1bc,iPhone 8
26804,36.3,36ffbc1ee1bc,iPhone 8
26804,28.8,36ffbc1ee1bc,iPhone 8
26825,27.4,7068da7b6496,Moto G6
26827,21.0,7068da7b6496,Moto G6
26829,19.8,7068da7b6496,Moto G6
26840,22.9,7bd2a4f188e2,Pixel 2
26956,25.2,7928f95e040c,Pixel 5
26957,23.0,7928f95e040c,Pixel 5
26958,25.7,7928f95e040c,Pixel 5
27237,38.2,36ffbc1ee1bc,iPhone 8
27238,37.8,36ffbc1ee1bc,iPhone 8
27238,33.8,36ffbc1ee1bc,iPhone 8
27281,27.5,7068da7b6496,Moto G6
27283,20.4,7068da7b6496,Moto G6
27300,21.9,7bd2a4f188e2,Pixel 2
27412,25.5,7928f95e040c,Pixel 5
27413,24.7,7928f95e040c,Pixel 5
27414,25.7,7928f95e040c,Pixel 5
27671,36.1,36ffbc1ee1bc,iPhone 8
27672,36.0,36ffbc1ee1bc,iPhone 8
27672,33.0,36ffbc1ee1bc,iPhone 8
27753,30.8,7068da7b6496,Moto G6
27756,21.3,7bd2a4f188e2,Pixel 2
27864,27.3,7928f95e040c,Pixel 5
27865,22.5,7928f95e040c,Pixel 5
28111,36.3,36ffbc1ee1bc,iPhone 8
28112,34.4,36ffbc1ee1bc,iPhone 8
28112,33.2,36ffbc1ee1bc,iPhone 8
28201,41.9,7068da7b6496,Moto G6
28203,49.6,7068da7b6496,Moto G6
28205,48.4,7068da7b6496,Moto G6
28318,25.3,7928f95e040c,Pixel 5
28319,23.3,7928f95e040c,Pixel 5
28320,26.6,7928f95e040c,Pixel 5
28390,16.3,4fe1ea564051,Pixel 1
28543,36.1,36ffbc1ee1bc,iPhone 8
28544,36.6,36ffbc1ee1bc,iPhone 8
28544,31.6,36ffbc1ee1bc,iPhone 8
28651,28.4,7068da7b6496,Moto G6
28668,33.3,7bd2a4f188e2,Pixel 2
28981,37.0,36ffbc1ee1bc,iPhone 8
28982,34.8,36ffbc1ee1bc,iPhone 8
28982,35.3,36ffbc1ee1bc,iPhone 8
29105,27.2,7068da7b6496,Moto G6
29107,23.7,7068da7b6496,Moto G6
29109,20.6,7068da7b6496,Moto G6
29238,24.8,7928f95e040c,Pixel 5
29239,22.9,7928f95e040c,Pixel 5
29240,24.9,7928f95e040c,Pixel 5
29310,19.4,4fe1ea564051,Pixel 1
29421,36.5,36ffbc1ee1bc,iPhone 8
29422,35.1,36ffbc1ee1bc,iPhone 8
29422,29.2,36ffbc1ee1bc,iPhone 8
29567,28.2,7068da7b6496,Moto G6
29569,21.4,7068da7b6496,Moto G6
29571,21.0,7068da7b6496,Moto G6
