0.01064777,0.011572,0.0121854,0.0129906,0.0132973,0.0144475,0.0147542,0.015521,0.0158278,0.0169013,0.023573,0.030129,0.034883,0.040941,0.044698,0.048149,0.054168,0.059153,0.064367,0.068469,0.07215,0.074757,0.076866,0.080278,0.083997,0.086643,0.089979,0.090515,0.093314,0.095461,0.098682,0.103743,0.104893,0.109494,0.11011,0.1105,0.1108,0.11137,0.1117
0.28961,0.2358,0.2004,0.12568,0.09066,0.072007,0.060077,0.051406,0.043825,0.034509,0.026561,0.019907,0.014699,0.014081,0.014158,0.014033,0.013975,0.014062,0.013994,0.014062,0.014631,0.014264,0.013811,0.013869,0.013233,0.013512,0.013773,0.013888,0.014062,0.014216,0.014158,0.01439,0.014149,0.01411,0.014004,0.013531,0.013551,0.013503,0.01358
100,200,300,400,500,600,700,800,900,1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000,22000,24000,26000,28000,30000,32000,34000,36000,38000,40000
