1187,0.014786
1079.2,0.014474
1081.1,0.011902
1043.8,0.01377
1047.6,0.01223
1167.9,0.013802
1050.8,0.013222
1028.5,0.015486
1036.7,0.015654
1042,0.012845
1037.3,0.017842
NaN,NaN
1084.8,0.015067
1152.6,0.01454
1186.5,0.053316
1114.5,0.013136
1105.5,0.013024
1073.1,0.018222
1030.7,0.013567
1006.8,0.015559
NaN,NaN
1002.2,0.018672
884.95,0.016638
849.95,0.014832
919.22,0.015046
948.41,0.015013
845.24,0.012851
875.01,0.015806
856.06,0.015194
841.02,0.014226
832.13,0.014067
845.16,0.015449
833.05,0.014093
833.29,0.014815
NaN,NaN
983.93,0.017506
855.67,0.015164
823.36,0.013282
816.44,0.014175
844.81,0.01541
NaN,NaN
NaN,NaN
905.97,0.016186
929,0.014796
NaN,NaN
871.67,0.011969
830.9,0.013396
831.16,0.015783
829.18,0.014731
968.17,0.019344
957.87,0.015191
847.09,0.014313
945.8,0.014325
938.53,0.016811
859.85,0.014156
833.03,0.018294
871.76,0.014724
824.73,0.018224
NaN,NaN
957.48,0.013627
NaN,NaN
NaN,NaN
832.38,0.016497
829.38,0.01665
838.73,0.013518
NaN,NaN
850.74,0.013034
NaN,NaN
857.41,0.014063
869.8,0.014932
890,0.013911
939.15,0.013602
NaN,NaN
890.22,0.016914
901,0.013056
894.84,0.0128
902.03,0.016608
899.54,0.015525
896.7,0.015635
910.84,0.013252
911.05,0.014354
920.54,0.011842
917.7,0.013426
932.32,0.011918
933.32,0.012064
1009.9,0.015175
974.33,0.013673
940.37,0.016684
951.63,0.015662
950.55,0.014609
NaN,NaN
988.65,0.013879
1021.3,0.014909
NaN,NaN
1090.2,0.016512
1080.5,0.015771
976.52,0.014999
949.58,0.015764
952.64,0.017367
942.5,0.017687
966.4,0.015636
1020.2,0.016411
NaN,NaN
998.84,0.016121
989.21,0.01701
984.19,0.014046
1000.2,0.01581
NaN,NaN
984.14,0.012901
973,0.014604
NaN,NaN
997.56,0.016727
